quiz_score,time_spent,learning_style
20,13,kinesthetic
80,54,visual
86,25,visual
79,31,visual
69,57,auditory
71,45,visual
24,29,kinesthetic
81,40,visual
88,42,visual
11,22,kinesthetic
14,29,kinesthetic
58,50,auditory
25,51,kinesthetic
25,47,kinesthetic
46,31,auditory
31,48,kinesthetic
9,32,kinesthetic
15,57,kinesthetic
70,58,visual
16,42,kinesthetic
22,50,kinesthetic
25,39,kinesthetic
84,23,visual
85,56,visual
6,45,kinesthetic
13,17,kinesthetic
78,56,visual
6,31,kinesthetic
8,13,kinesthetic
47,44,auditory
71,17,visual
58,43,auditory
86,31,visual
92,34,visual
81,34,visual
94,49,visual
93,49,visual
38,26,kinesthetic
98,25,visual
17,57,kinesthetic
58,57,auditory
16,48,kinesthetic
13,24,kinesthetic
30,26,kinesthetic
23,44,kinesthetic
98,42,visual
59,49,auditory
44,48,auditory
97,27,visual
2,39,kinesthetic
36,32,kinesthetic
42,46,auditory
39,56,kinesthetic
89,16,visual
54,19,auditory
86,25,visual
38,37,kinesthetic
14,32,kinesthetic
3,43,kinesthetic
92,27,visual
85,56,visual
24,32,kinesthetic
12,29,kinesthetic
81,40,visual
32,23,kinesthetic
15,32,kinesthetic
41,11,auditory
65,38,auditory
54,59,auditory
98,18,visual
41,42,auditory
33,57,kinesthetic
29,53,kinesthetic
12,21,kinesthetic
12,28,kinesthetic
17,51,kinesthetic
31,29,kinesthetic
95,46,visual
98,40,visual
38,44,kinesthetic
45,50,auditory
28,30,kinesthetic
61,56,auditory
92,55,visual
61,52,auditory
56,22,auditory
15,48,kinesthetic
55,36,auditory
9,34,kinesthetic
29,11,kinesthetic
24,44,kinesthetic
83,17,visual
4,42,kinesthetic
64,34,auditory
93,30,visual
48,45,auditory
2,22,kinesthetic
44,55,auditory
13,18,kinesthetic
29,44,kinesthetic
67,55,auditory
17,45,kinesthetic
61,58,auditory
36,56,kinesthetic
24,53,kinesthetic
47,55,auditory
64,19,auditory
52,14,auditory
78,40,visual
72,33,visual
14,41,kinesthetic
48,58,auditory
87,58,visual
67,12,auditory
11,25,kinesthetic
58,50,auditory
36,58,kinesthetic
60,29,auditory
42,53,auditory
69,33,auditory
38,43,kinesthetic
55,57,auditory
62,32,auditory
45,47,auditory
87,11,visual
10,50,kinesthetic
61,14,auditory
76,27,visual
97,59,visual
24,38,kinesthetic
70,19,visual
51,51,auditory
3,51,kinesthetic
58,59,auditory
71,25,visual
19,32,kinesthetic
92,39,visual
62,15,auditory
53,53,auditory
73,45,visual
97,29,visual
56,25,auditory
89,37,visual
40,35,auditory
2,31,kinesthetic
5,20,kinesthetic
4,10,kinesthetic
4,14,kinesthetic
53,58,auditory
46,52,auditory
86,55,visual
48,50,auditory
8,51,kinesthetic
98,45,visual
19,11,kinesthetic
60,15,auditory
34,36,kinesthetic
49,35,auditory
81,44,visual
61,22,auditory
16,21,kinesthetic
87,27,visual
2,47,kinesthetic
31,51,kinesthetic
98,15,visual
12,37,kinesthetic
88,37,visual
72,34,visual
67,14,auditory
13,24,kinesthetic
97,56,visual
10,53,kinesthetic
55,18,auditory
66,54,auditory
91,57,visual
28,11,kinesthetic
8,58,kinesthetic
66,18,auditory
24,35,kinesthetic
97,32,visual
75,37,visual
41,15,auditory
8,13,kinesthetic
78,39,visual
39,56,kinesthetic
24,27,kinesthetic
4,39,kinesthetic
10,36,kinesthetic
58,53,auditory
97,40,visual
87,53,visual
78,58,visual
37,48,kinesthetic
71,39,visual
4,46,kinesthetic
47,21,auditory
89,26,visual
17,43,kinesthetic
69,37,auditory
36,13,kinesthetic
59,43,auditory
47,55,auditory
76,23,visual
27,22,kinesthetic
68,58,auditory
76,58,visual
80,59,visual
39,12,kinesthetic
44,30,auditory
95,25,visual
61,47,auditory
92,35,visual
57,15,auditory
66,27,auditory
55,50,auditory
39,59,kinesthetic
97,15,visual
39,50,kinesthetic
90,59,visual
76,34,visual
32,57,kinesthetic
5,33,kinesthetic
87,39,visual
18,32,kinesthetic
79,54,visual
39,52,kinesthetic
91,17,visual
96,58,visual
58,18,auditory
58,15,auditory
47,42,auditory
40,42,auditory
12,54,kinesthetic
44,16,auditory
88,51,visual
52,27,auditory
41,15,auditory
99,54,visual
62,46,auditory
26,30,kinesthetic
37,35,kinesthetic
59,24,auditory
6,53,kinesthetic
4,39,kinesthetic
44,20,auditory
57,17,auditory
30,14,kinesthetic
22,17,kinesthetic
41,14,auditory
9,19,kinesthetic
31,24,kinesthetic
52,47,auditory
29,59,kinesthetic
38,12,kinesthetic
30,50,kinesthetic
81,19,visual
99,16,visual
1,33,kinesthetic
77,35,visual
76,43,visual
92,17,visual
11,48,kinesthetic
38,14,kinesthetic
65,45,auditory
95,52,visual
12,35,kinesthetic
45,19,auditory
26,42,kinesthetic
16,45,kinesthetic
94,40,visual
97,47,visual
59,59,auditory
63,34,auditory
87,54,visual
34,22,kinesthetic
69,10,auditory
82,45,visual
29,45,kinesthetic
70,59,visual
73,33,visual
95,36,visual
97,27,visual
62,59,auditory
27,56,kinesthetic
59,59,auditory
78,24,visual
93,26,visual
36,38,kinesthetic
92,14,visual
21,20,kinesthetic
67,25,auditory
19,43,kinesthetic
95,26,visual
99,42,visual
67,59,auditory
90,58,visual
63,40,auditory
16,27,kinesthetic
11,34,kinesthetic
21,14,kinesthetic
16,39,kinesthetic
9,54,kinesthetic
64,32,auditory
21,47,kinesthetic
89,54,visual
81,27,visual
49,41,auditory
13,39,kinesthetic
63,38,auditory
46,45,auditory
28,18,kinesthetic
75,32,visual
35,12,kinesthetic
98,31,visual
51,49,auditory
75,54,visual
6,40,kinesthetic
28,31,kinesthetic
10,20,kinesthetic
32,51,kinesthetic
5,52,kinesthetic
78,12,visual
31,23,kinesthetic
50,55,auditory
74,28,visual
57,40,auditory
86,45,visual
25,41,kinesthetic
97,35,visual
45,10,auditory
97,11,visual
28,15,kinesthetic
3,54,kinesthetic
80,23,visual
98,37,visual
12,42,kinesthetic
38,34,kinesthetic
14,49,kinesthetic
28,27,kinesthetic
28,55,kinesthetic
74,43,visual
31,21,kinesthetic
1,36,kinesthetic
46,33,auditory
77,42,visual
83,24,visual
21,52,kinesthetic
74,41,visual
26,59,kinesthetic
66,26,auditory
80,44,visual
55,56,auditory
91,54,visual
92,44,visual
20,22,kinesthetic
46,18,auditory
79,19,visual
58,10,auditory
83,43,visual
5,55,kinesthetic
18,46,kinesthetic
56,34,auditory
68,31,auditory
2,19,kinesthetic
0,35,kinesthetic
57,28,auditory
37,49,kinesthetic
14,54,kinesthetic
33,50,kinesthetic
60,59,auditory
34,13,kinesthetic
63,49,auditory
24,14,kinesthetic
23,38,kinesthetic
11,47,kinesthetic
17,14,kinesthetic
14,10,kinesthetic
79,37,visual
26,28,kinesthetic
71,45,visual
59,10,auditory
45,38,auditory
88,45,visual
16,41,kinesthetic
92,23,visual
52,41,auditory
7,55,kinesthetic
78,18,visual
26,28,kinesthetic
45,20,auditory
49,57,auditory
70,13,visual
2,50,kinesthetic
92,34,visual
63,26,auditory
43,56,auditory
52,17,auditory
23,54,kinesthetic
59,10,auditory
2,11,kinesthetic
19,19,kinesthetic
45,36,auditory
14,36,kinesthetic
24,22,kinesthetic
93,20,visual
77,23,visual
70,41,visual
16,25,kinesthetic
83,38,visual
99,47,visual
8,43,kinesthetic
37,35,kinesthetic
47,14,auditory
59,28,auditory
62,48,auditory
85,37,visual
1,37,kinesthetic
87,26,visual
71,46,visual
10,53,kinesthetic
63,28,auditory
76,36,visual
80,59,visual
71,21,visual
20,12,kinesthetic
17,13,kinesthetic
93,56,visual
63,56,auditory
81,20,visual
94,43,visual
37,27,kinesthetic
31,44,kinesthetic
10,27,kinesthetic
44,55,auditory
88,15,visual
32,43,kinesthetic
40,42,auditory
7,17,kinesthetic
10,51,kinesthetic
85,29,visual
50,59,auditory
87,29,visual
40,52,auditory
16,27,kinesthetic
75,36,visual
45,57,auditory
31,14,kinesthetic
78,16,visual
79,31,visual
53,43,auditory
85,52,visual
91,22,visual
19,41,kinesthetic
32,33,kinesthetic
73,25,visual
39,23,kinesthetic
31,48,kinesthetic
96,16,visual
1,53,kinesthetic
96,21,visual
32,29,kinesthetic
76,42,visual
29,15,kinesthetic
32,49,kinesthetic
76,36,visual
25,22,kinesthetic
21,14,kinesthetic
65,33,auditory
37,19,kinesthetic
89,55,visual
45,41,auditory
14,18,kinesthetic
97,58,visual
43,44,auditory
48,53,auditory
74,21,visual
60,20,auditory
66,45,auditory
5,17,kinesthetic
8,19,kinesthetic
5,23,kinesthetic
72,39,visual
94,10,visual
31,21,kinesthetic
40,14,auditory
75,23,visual
7,45,kinesthetic
71,26,visual
49,31,auditory
91,40,visual
61,35,auditory
83,22,visual
61,12,auditory
6,52,kinesthetic
74,20,visual
83,14,visual
79,47,visual
3,13,kinesthetic
5,41,kinesthetic
57,19,auditory
21,19,kinesthetic
25,53,kinesthetic
2,27,kinesthetic
40,56,auditory
59,32,auditory
13,27,kinesthetic
74,44,visual
81,12,visual
11,10,kinesthetic
86,26,visual
11,51,kinesthetic
12,15,kinesthetic
24,20,kinesthetic
44,23,auditory
18,58,kinesthetic
54,37,auditory
99,48,visual
44,45,auditory
7,20,kinesthetic
92,50,visual
52,49,auditory
54,13,auditory
31,57,kinesthetic
50,15,auditory
43,47,auditory
81,28,visual
69,40,auditory
17,11,kinesthetic
82,52,visual
21,34,kinesthetic
36,59,kinesthetic
95,50,visual
55,57,auditory
58,20,auditory
2,55,kinesthetic
27,49,kinesthetic
73,54,visual
34,51,kinesthetic
60,53,auditory
92,30,visual
53,12,auditory
62,11,auditory
78,20,visual
96,33,visual
6,59,kinesthetic
75,33,visual
48,30,auditory
93,34,visual
84,13,visual
30,49,kinesthetic
57,52,auditory
60,56,auditory
23,32,kinesthetic
19,33,kinesthetic
36,30,kinesthetic
3,11,kinesthetic
91,32,visual
19,24,kinesthetic
59,35,auditory
23,35,kinesthetic
49,37,auditory
48,35,auditory
50,54,auditory
95,11,visual
35,44,kinesthetic
97,41,visual
99,39,visual
65,55,auditory
78,29,visual
33,22,kinesthetic
35,36,kinesthetic
5,32,kinesthetic
38,25,kinesthetic
41,40,auditory
57,21,auditory
11,42,kinesthetic
2,47,kinesthetic
17,54,kinesthetic
39,41,kinesthetic
20,11,kinesthetic
14,59,kinesthetic
96,58,visual
98,32,visual
25,41,kinesthetic
7,24,kinesthetic
99,49,visual
93,50,visual
86,49,visual
41,17,auditory
43,52,auditory
13,59,kinesthetic
77,58,visual
1,31,kinesthetic
36,47,kinesthetic
68,43,auditory
37,10,kinesthetic
40,19,auditory
61,49,auditory
59,25,auditory
13,33,kinesthetic
88,55,visual
83,33,visual
1,57,kinesthetic
69,23,auditory
16,35,kinesthetic
88,48,visual
27,27,kinesthetic
65,29,auditory
34,50,kinesthetic
4,45,kinesthetic
64,33,auditory
39,35,kinesthetic
75,38,visual
55,57,auditory
35,31,kinesthetic
44,20,auditory
22,50,kinesthetic
46,58,auditory
30,20,kinesthetic
10,12,kinesthetic
9,30,kinesthetic
66,20,auditory
13,17,kinesthetic
79,40,visual
73,19,visual
92,15,visual
9,26,kinesthetic
75,47,visual
93,16,visual
0,41,kinesthetic
4,22,kinesthetic
19,15,kinesthetic
7,12,kinesthetic
42,36,auditory
75,54,visual
0,51,kinesthetic
56,35,auditory
63,13,auditory
83,46,visual
27,30,kinesthetic
36,37,kinesthetic
46,27,auditory
75,41,visual
36,48,kinesthetic
48,42,auditory
43,35,auditory
55,26,auditory
27,38,kinesthetic
78,29,visual
5,39,kinesthetic
60,59,auditory
19,14,kinesthetic
77,15,visual
1,51,kinesthetic
72,19,visual
36,15,kinesthetic
19,19,kinesthetic
25,51,kinesthetic
28,30,kinesthetic
0,53,kinesthetic
34,13,kinesthetic
69,22,auditory
58,19,auditory
68,25,auditory
32,28,kinesthetic
50,15,auditory
77,35,visual
11,18,kinesthetic
19,55,kinesthetic
52,19,auditory
87,49,visual
42,12,auditory
97,58,visual
88,28,visual
49,44,auditory
28,55,kinesthetic
56,15,auditory
38,38,kinesthetic
94,28,visual
55,59,auditory
42,53,auditory
49,24,auditory
22,47,kinesthetic
43,30,auditory
37,53,kinesthetic
83,48,visual
22,32,kinesthetic
44,29,auditory
51,51,auditory
79,59,visual
49,11,auditory
7,54,kinesthetic
84,41,visual
0,56,kinesthetic
7,37,kinesthetic
28,13,kinesthetic
95,16,visual
4,12,kinesthetic
85,34,visual
46,57,auditory
33,18,kinesthetic
64,32,auditory
54,32,auditory
89,58,visual
42,35,auditory
73,49,visual
29,27,kinesthetic
81,33,visual
16,36,kinesthetic
25,54,kinesthetic
7,11,kinesthetic
46,10,auditory
75,57,visual
90,25,visual
71,52,visual
88,33,visual
45,45,auditory
67,20,auditory
32,35,kinesthetic
0,15,kinesthetic
18,35,kinesthetic
30,38,kinesthetic
79,52,visual
13,10,kinesthetic
52,18,auditory
47,36,auditory
68,16,auditory
89,12,visual
61,18,auditory
91,11,visual
65,19,auditory
63,26,auditory
69,40,auditory
62,10,auditory
72,27,visual
32,15,kinesthetic
40,47,auditory
88,50,visual
47,51,auditory
12,56,kinesthetic
72,13,visual
76,49,visual
30,13,kinesthetic
74,44,visual
67,13,auditory
97,10,visual
3,50,kinesthetic
18,52,kinesthetic
69,40,auditory
97,28,visual
81,30,visual
12,39,kinesthetic
22,16,kinesthetic
82,14,visual
74,11,visual
0,12,kinesthetic
87,24,visual
53,48,auditory
70,46,visual
88,19,visual
84,18,visual
14,32,kinesthetic
64,23,auditory
75,54,visual
70,42,visual
14,25,kinesthetic
20,29,kinesthetic
18,17,kinesthetic
59,58,auditory
92,47,visual
88,43,visual
32,40,kinesthetic
48,54,auditory
95,17,visual
34,34,kinesthetic
43,50,auditory
89,22,visual
10,27,kinesthetic
98,59,visual
71,50,visual
77,43,visual
73,45,visual
65,59,auditory
45,26,auditory
8,21,kinesthetic
2,25,kinesthetic
84,22,visual
25,20,kinesthetic
71,23,visual
47,51,auditory
65,37,auditory
69,33,auditory
27,26,kinesthetic
92,18,visual
25,55,kinesthetic
24,39,kinesthetic
11,46,kinesthetic
4,12,kinesthetic
97,17,visual
47,27,auditory
36,39,kinesthetic
78,12,visual
43,43,auditory
99,52,visual
14,37,kinesthetic
42,46,auditory
47,34,auditory
86,39,visual
69,16,auditory
45,55,auditory
42,38,auditory
20,11,kinesthetic
22,35,kinesthetic
79,50,visual
46,51,auditory
14,58,kinesthetic
24,16,kinesthetic
35,27,kinesthetic
74,15,visual
50,50,auditory
14,49,kinesthetic
67,36,auditory
20,50,kinesthetic
12,33,kinesthetic
85,42,visual
18,40,kinesthetic
33,43,kinesthetic
77,31,visual
67,33,auditory
51,45,auditory
26,37,kinesthetic
28,29,kinesthetic
27,27,kinesthetic
34,51,kinesthetic
7,41,kinesthetic
15,42,kinesthetic
35,19,kinesthetic
29,18,kinesthetic
17,34,kinesthetic
1,22,kinesthetic
48,56,auditory
76,59,visual
3,54,kinesthetic
89,14,visual
88,40,visual
93,40,visual
74,43,visual
6,35,kinesthetic
94,16,visual
73,50,visual
38,55,kinesthetic
12,58,kinesthetic
30,29,kinesthetic
70,52,visual
62,31,auditory
55,14,auditory
41,21,auditory
60,30,auditory
41,18,auditory
55,38,auditory
35,36,kinesthetic
83,26,visual
67,49,auditory
6,33,kinesthetic
53,36,auditory
0,17,kinesthetic
43,53,auditory
44,38,auditory
46,28,auditory
12,19,kinesthetic
21,33,kinesthetic
20,43,kinesthetic
85,49,visual
91,40,visual
8,55,kinesthetic
25,13,kinesthetic
8,50,kinesthetic
14,54,kinesthetic
9,40,kinesthetic
87,18,visual
41,35,auditory
71,22,visual
23,57,kinesthetic
79,35,visual
48,10,auditory
25,49,kinesthetic
90,18,visual
36,40,kinesthetic
67,33,auditory
49,54,auditory
23,58,kinesthetic
18,31,kinesthetic
99,18,visual
59,48,auditory
38,32,kinesthetic
73,29,visual
88,51,visual
17,30,kinesthetic
18,36,kinesthetic
35,14,kinesthetic
73,26,visual
96,43,visual
54,18,auditory
68,43,auditory
46,19,auditory
48,53,auditory
98,11,visual
97,56,visual
32,34,kinesthetic
20,12,kinesthetic
80,43,visual
21,16,kinesthetic
47,37,auditory
36,18,kinesthetic
14,20,kinesthetic
34,38,kinesthetic
91,25,visual
70,48,visual
31,38,kinesthetic
10,22,kinesthetic
9,44,kinesthetic
72,20,visual
77,44,visual
76,56,visual
56,17,auditory
24,16,kinesthetic
1,14,kinesthetic
63,15,auditory
34,44,kinesthetic
6,39,kinesthetic
84,20,visual
17,47,kinesthetic
66,36,auditory
41,30,auditory
38,23,kinesthetic
40,58,auditory
74,44,visual
23,38,kinesthetic
59,33,auditory
45,45,auditory
18,50,kinesthetic
67,54,auditory
89,41,visual
41,15,auditory
31,19,kinesthetic
38,29,kinesthetic
35,29,kinesthetic
96,35,visual
35,30,kinesthetic
2,54,kinesthetic
72,32,visual
7,55,kinesthetic
96,21,visual
69,22,auditory
40,19,auditory
67,16,auditory
12,46,kinesthetic
48,21,auditory
59,34,auditory
1,11,kinesthetic
59,49,auditory
4,35,kinesthetic
43,49,auditory
26,14,kinesthetic
31,17,kinesthetic
20,51,kinesthetic
7,54,kinesthetic
71,18,visual
49,48,auditory
66,29,auditory
43,20,auditory
57,49,auditory
2,31,kinesthetic
85,25,visual
69,51,auditory
1,47,kinesthetic
86,51,visual
43,19,auditory
1,34,kinesthetic
80,28,visual
34,13,kinesthetic
97,28,visual
86,12,visual
29,26,kinesthetic
7,23,kinesthetic
21,19,kinesthetic
43,15,auditory
57,40,auditory
35,40,kinesthetic
68,57,auditory
76,18,visual
92,21,visual
30,53,kinesthetic
46,55,auditory
54,35,auditory
79,11,visual
61,51,auditory
29,13,kinesthetic
54,41,auditory
15,37,kinesthetic
11,15,kinesthetic
16,39,kinesthetic
15,37,kinesthetic
11,22,kinesthetic
7,55,kinesthetic
83,45,visual
2,19,kinesthetic
15,19,kinesthetic
29,14,kinesthetic
22,38,kinesthetic
91,45,visual
4,21,kinesthetic
83,31,visual
64,55,auditory
29,48,kinesthetic
20,11,kinesthetic
83,23,visual
69,19,auditory
21,57,kinesthetic
81,12,visual
71,17,visual
31,26,kinesthetic
32,13,kinesthetic
15,30,kinesthetic
75,39,visual
37,28,kinesthetic
97,24,visual
13,29,kinesthetic
35,51,kinesthetic
96,39,visual
22,19,kinesthetic
65,32,auditory
84,33,visual
1,21,kinesthetic
90,18,visual
72,24,visual
64,38,auditory
74,27,visual
66,29,auditory
51,10,auditory
61,12,auditory
22,17,kinesthetic
25,48,kinesthetic
67,40,auditory
81,56,visual
54,17,auditory
5,24,kinesthetic
34,31,kinesthetic
21,41,kinesthetic
42,14,auditory
14,53,kinesthetic
85,53,visual
59,18,auditory
11,50,kinesthetic
48,24,auditory
41,56,auditory
37,53,kinesthetic
81,46,visual
44,42,auditory
34,31,kinesthetic
29,20,kinesthetic
87,59,visual
29,15,kinesthetic
77,26,visual
5,55,kinesthetic
66,53,auditory
79,14,visual
6,48,kinesthetic
51,57,auditory
13,18,kinesthetic
72,38,visual
14,32,kinesthetic
20,56,kinesthetic
34,45,kinesthetic
65,40,auditory
90,29,visual
1,32,kinesthetic
34,16,kinesthetic
81,55,visual
77,45,visual
19,13,kinesthetic
81,33,visual
9,23,kinesthetic
24,34,kinesthetic
65,16,auditory
24,24,kinesthetic
53,53,auditory
32,55,kinesthetic
35,22,kinesthetic
94,28,visual
13,21,kinesthetic
64,57,auditory
79,35,visual
53,57,auditory
51,42,auditory
2,24,kinesthetic
98,46,visual
40,15,auditory
5,34,kinesthetic
24,26,kinesthetic
12,52,kinesthetic
97,45,visual
7,59,kinesthetic
20,55,kinesthetic
97,18,visual
67,37,auditory
24,44,kinesthetic
78,12,visual
67,20,auditory
44,29,auditory
59,32,auditory
11,39,kinesthetic
31,46,kinesthetic
95,45,visual
91,53,visual
12,21,kinesthetic
30,45,kinesthetic
77,44,visual
19,43,kinesthetic
17,13,kinesthetic
92,33,visual
59,45,auditory
62,37,auditory
5,48,kinesthetic
31,11,kinesthetic
92,52,visual
42,14,auditory
1,37,kinesthetic
59,22,auditory
22,45,kinesthetic
82,18,visual
30,48,kinesthetic
4,39,kinesthetic
82,36,visual
33,22,kinesthetic
9,51,kinesthetic
88,48,visual
1,59,kinesthetic
10,37,kinesthetic
49,27,auditory
30,43,kinesthetic
55,30,auditory
78,10,visual
72,54,visual
86,32,visual
82,43,visual
8,45,kinesthetic
98,18,visual
20,17,kinesthetic
72,59,visual
27,39,kinesthetic
61,57,auditory
6,45,kinesthetic
79,45,visual
15,27,kinesthetic
96,11,visual
3,20,kinesthetic
3,45,kinesthetic
39,40,kinesthetic
16,40,kinesthetic
51,33,auditory
92,55,visual
51,30,auditory
35,41,kinesthetic
37,58,kinesthetic
49,39,auditory
62,17,auditory
62,42,auditory
61,48,auditory
98,10,visual
6,42,kinesthetic
26,51,kinesthetic
91,22,visual
85,31,visual
13,14,kinesthetic
70,21,visual
85,38,visual
4,12,kinesthetic
54,45,auditory
1,56,kinesthetic
61,54,auditory
90,20,visual
20,35,kinesthetic
78,11,visual
20,38,kinesthetic
9,50,kinesthetic
86,38,visual
57,53,auditory
38,45,kinesthetic
4,28,kinesthetic
64,19,auditory
12,20,kinesthetic
84,16,visual
89,22,visual
84,50,visual
52,53,auditory
81,11,visual
44,39,auditory
31,31,kinesthetic
35,10,kinesthetic
80,36,visual
98,16,visual
59,10,auditory
10,34,kinesthetic
62,57,auditory
20,13,kinesthetic
51,39,auditory
54,17,auditory
25,58,kinesthetic
67,30,auditory
33,13,kinesthetic
51,13,auditory
81,17,visual
98,51,visual
92,35,visual
51,38,auditory
28,25,kinesthetic
37,28,kinesthetic
41,10,auditory
20,46,kinesthetic
41,43,auditory
12,38,kinesthetic
63,36,auditory
16,57,kinesthetic
8,54,kinesthetic
40,39,auditory
0,15,kinesthetic
1,45,kinesthetic
59,48,auditory
47,11,auditory
28,51,kinesthetic
96,23,visual
9,17,kinesthetic
57,12,auditory
59,44,auditory
20,36,kinesthetic
27,43,kinesthetic
74,37,visual
33,40,kinesthetic
7,26,kinesthetic
58,28,auditory
85,51,visual
71,53,visual
48,20,auditory
78,18,visual
16,39,kinesthetic
59,54,auditory
86,15,visual
87,23,visual
44,40,auditory
82,20,visual
68,14,auditory
31,40,kinesthetic
43,11,auditory
64,48,auditory
86,26,visual
7,47,kinesthetic
76,55,visual
71,45,visual
86,12,visual
42,52,auditory
0,38,kinesthetic
50,42,auditory
23,23,kinesthetic
98,47,visual
23,38,kinesthetic
16,32,kinesthetic
4,26,kinesthetic
19,58,kinesthetic
20,20,kinesthetic
57,37,auditory
30,16,kinesthetic
99,54,visual
10,49,kinesthetic
51,17,auditory
14,50,kinesthetic
82,38,visual
6,34,kinesthetic
27,16,kinesthetic
50,31,auditory
57,18,auditory
4,20,kinesthetic
4,43,kinesthetic
93,36,visual
95,59,visual
7,31,kinesthetic
63,12,auditory
9,59,kinesthetic
37,57,kinesthetic
95,49,visual
91,17,visual
80,15,visual
94,34,visual
7,11,kinesthetic
24,25,kinesthetic
72,50,visual
65,30,auditory
78,24,visual
49,43,auditory
66,56,auditory
48,52,auditory
35,29,kinesthetic
67,53,auditory
77,40,visual
40,24,auditory
88,57,visual
61,37,auditory
9,15,kinesthetic
20,12,kinesthetic
35,47,kinesthetic
11,32,kinesthetic
90,12,visual
1,54,kinesthetic
12,53,kinesthetic
52,17,auditory
31,11,kinesthetic
94,16,visual
15,26,kinesthetic
31,16,kinesthetic
31,42,kinesthetic
97,45,visual
10,56,kinesthetic
9,13,kinesthetic
14,53,kinesthetic
16,25,kinesthetic
39,30,kinesthetic
17,27,kinesthetic
54,55,auditory
72,55,visual
24,37,kinesthetic
58,52,auditory
